type,n,algo,threshold,time
reversed,19300,standard,0,9960.4
reversed,19300,hybrid,5,5424.6
reversed,19300,hybrid,10,4715.6
reversed,19300,hybrid,15,4531.2
reversed,19300,hybrid,20,3955.6
reversed,19300,hybrid,30,3972.6
reversed,19300,hybrid,50,4044.6
reversed,19400,standard,0,9775.2
reversed,19400,hybrid,5,5392.6
reversed,19400,hybrid,10,4486
reversed,19400,hybrid,15,4463.6
reversed,19400,hybrid,20,4000.8
reversed,19400,hybrid,30,3979
reversed,19400,hybrid,50,4073.2
reversed,19500,standard,0,10066
reversed,19500,hybrid,5,5480.8
reversed,19500,hybrid,10,4530.8
reversed,19500,hybrid,15,4518.6
reversed,19500,hybrid,20,4003
reversed,19500,hybrid,30,4010.4
reversed,19500,hybrid,50,4090.4
reversed,19600,standard,0,10304.2
reversed,19600,hybrid,5,5496.2
reversed,19600,hybrid,10,4520.4
reversed,19600,hybrid,15,4517.4
reversed,19600,hybrid,20,4031.8
reversed,19600,hybrid,30,4036
reversed,19600,hybrid,50,4126.2
reversed,19700,standard,0,9910.4
reversed,19700,hybrid,5,5463.8
reversed,19700,hybrid,10,4545
reversed,19700,hybrid,15,4534.8
reversed,19700,hybrid,20,4035.2
reversed,19700,hybrid,30,4026
reversed,19700,hybrid,50,4132.6
reversed,19800,standard,0,9930.2
reversed,19800,hybrid,5,5578.6
reversed,19800,hybrid,10,4575.6
reversed,19800,hybrid,15,4580.8
reversed,19800,hybrid,20,4084.6
reversed,19800,hybrid,30,4081.8
reversed,19800,hybrid,50,4155.6
reversed,19900,standard,0,10268.8
reversed,19900,hybrid,5,5578
reversed,19900,hybrid,10,4584.8
reversed,19900,hybrid,15,4568.6
reversed,19900,hybrid,20,4101.6
reversed,19900,hybrid,30,4097
reversed,19900,hybrid,50,4211
reversed,20000,standard,0,10022.8
reversed,20000,hybrid,5,5501.4
reversed,20000,hybrid,10,4591.8
reversed,20000,hybrid,15,4599
reversed,20000,hybrid,20,4107
reversed,20000,hybrid,30,4114.2
reversed,20000,hybrid,50,4250.8
reversed,20100,standard,0,10134.8
reversed,20100,hybrid,5,5583.2
reversed,20100,hybrid,10,4618
reversed,20100,hybrid,15,4616
reversed,20100,hybrid,20,4140.6
reversed,20100,hybrid,30,4150.6
reversed,20100,hybrid,50,4259
reversed,20200,standard,0,10158.2
reversed,20200,hybrid,5,5560.8
reversed,20200,hybrid,10,4606
reversed,20200,hybrid,15,4634.8
reversed,20200,hybrid,20,4147
reversed,20200,hybrid,30,4159
reversed,20200,hybrid,50,4289.4
reversed,20300,standard,0,10603.6
reversed,20300,hybrid,5,5625.6
reversed,20300,hybrid,10,4659.2
reversed,20300,hybrid,15,4650.8
reversed,20300,hybrid,20,4181.2
reversed,20300,hybrid,30,4187
reversed,20300,hybrid,50,4321.2
reversed,20400,standard,0,10218.4
reversed,20400,hybrid,5,5574.6
reversed,20400,hybrid,10,4675.2
reversed,20400,hybrid,15,4762.2
reversed,20400,hybrid,20,4239
reversed,20400,hybrid,30,4196.8
reversed,20400,hybrid,50,4321
reversed,20500,standard,0,10373.2
reversed,20500,hybrid,5,5639.4
reversed,20500,hybrid,10,4705.6
reversed,20500,hybrid,15,4692.4
reversed,20500,hybrid,20,4211
reversed,20500,hybrid,30,4200.4
reversed,20500,hybrid,50,4356.8
reversed,20600,standard,0,10413.8
reversed,20600,hybrid,5,5704
reversed,20600,hybrid,10,4761.2
reversed,20600,hybrid,15,4692.2
reversed,20600,hybrid,20,4282.6
reversed,20600,hybrid,30,4232.2
reversed,20600,hybrid,50,4395
reversed,20700,standard,0,10749.4
reversed,20700,hybrid,5,5744.6
reversed,20700,hybrid,10,4824.8
reversed,20700,hybrid,15,4725.2
reversed,20700,hybrid,20,4356.2
reversed,20700,hybrid,30,4241
reversed,20700,hybrid,50,4426.8
reversed,20800,standard,0,10835.4
reversed,20800,hybrid,5,5784.2
reversed,20800,hybrid,10,4934.4
reversed,20800,hybrid,15,4743.6
reversed,20800,hybrid,20,4430.4
reversed,20800,hybrid,30,4279.4
reversed,20800,hybrid,50,4443
reversed,20900,standard,0,10459
reversed,20900,hybrid,5,5820.6
reversed,20900,hybrid,10,4979.2
reversed,20900,hybrid,15,4765.8
reversed,20900,hybrid,20,4511.8
reversed,20900,hybrid,30,4311.2
reversed,20900,hybrid,50,4491.4
reversed,21000,standard,0,10737.2
reversed,21000,hybrid,5,5897.2
reversed,21000,hybrid,10,5050.8
reversed,21000,hybrid,15,4783.4
reversed,21000,hybrid,20,4564.8
reversed,21000,hybrid,30,4331
reversed,21000,hybrid,50,4490.6
reversed,21100,standard,0,10967.8
reversed,21100,hybrid,5,5991.8
reversed,21100,hybrid,10,5138
reversed,21100,hybrid,15,4843.4
reversed,21100,hybrid,20,4627.6
reversed,21100,hybrid,30,4328.2
reversed,21100,hybrid,50,4531.4
reversed,21200,standard,0,10646.6
reversed,21200,hybrid,5,6000
reversed,21200,hybrid,10,5146.8
reversed,21200,hybrid,15,4796.6
reversed,21200,hybrid,20,4677.2
reversed,21200,hybrid,30,4345.6
reversed,21200,hybrid,50,4575.2
reversed,21300,standard,0,10930.2
reversed,21300,hybrid,5,6048.6
reversed,21300,hybrid,10,5219.6
reversed,21300,hybrid,15,4896
reversed,21300,hybrid,20,4766.8
reversed,21300,hybrid,30,4389.4
reversed,21300,hybrid,50,4581.6
reversed,21400,standard,0,10754.8
reversed,21400,hybrid,5,6145
reversed,21400,hybrid,10,5325.2
reversed,21400,hybrid,15,4867.2
reversed,21400,hybrid,20,4841.6
reversed,21400,hybrid,30,4401.4
reversed,21400,hybrid,50,4589.2
reversed,21500,standard,0,11085.4
reversed,21500,hybrid,5,6204.4
reversed,21500,hybrid,10,5394.2
reversed,21500,hybrid,15,4886.4
reversed,21500,hybrid,20,4896.8
reversed,21500,hybrid,30,4421
reversed,21500,hybrid,50,4628.8
reversed,21600,standard,0,10944.4
reversed,21600,hybrid,5,6264
reversed,21600,hybrid,10,5462.8
reversed,21600,hybrid,15,4903
reversed,21600,hybrid,20,4925.2
reversed,21600,hybrid,30,4432.8
reversed,21600,hybrid,50,4648.2
reversed,21700,standard,0,11027.6
reversed,21700,hybrid,5,6330.4
reversed,21700,hybrid,10,5528.8
reversed,21700,hybrid,15,4938.2
reversed,21700,hybrid,20,4936
reversed,21700,hybrid,30,4464
reversed,21700,hybrid,50,4685.4
reversed,21800,standard,0,11083.2
reversed,21800,hybrid,5,6376.2
reversed,21800,hybrid,10,5603.6
reversed,21800,hybrid,15,4959
reversed,21800,hybrid,20,4955.4
reversed,21800,hybrid,30,4486.8
reversed,21800,hybrid,50,4778.8
reversed,21900,standard,0,11049.2
reversed,21900,hybrid,5,6388.2
reversed,21900,hybrid,10,5605.2
reversed,21900,hybrid,15,4941.8
reversed,21900,hybrid,20,4977.2
reversed,21900,hybrid,30,4598.4
reversed,21900,hybrid,50,4885.2
reversed,22000,standard,0,11361.4
reversed,22000,hybrid,5,6468.8
reversed,22000,hybrid,10,5744.6
reversed,22000,hybrid,15,4991.2
reversed,22000,hybrid,20,4987.4
reversed,22000,hybrid,30,4544
reversed,22000,hybrid,50,4858
reversed,22100,standard,0,11430.4
reversed,22100,hybrid,5,6753.8
reversed,22100,hybrid,10,5945.6
reversed,22100,hybrid,15,5013.6
reversed,22100,hybrid,20,5004
reversed,22100,hybrid,30,4542
reversed,22100,hybrid,50,4815
reversed,22200,standard,0,11188
reversed,22200,hybrid,5,6574
reversed,22200,hybrid,10,5796.8
reversed,22200,hybrid,15,5015.8
reversed,22200,hybrid,20,5065.4
reversed,22200,hybrid,30,4581
reversed,22200,hybrid,50,4835.4
reversed,22300,standard,0,11391.2
reversed,22300,hybrid,5,6642.6
reversed,22300,hybrid,10,5870.2
reversed,22300,hybrid,15,5037.8
reversed,22300,hybrid,20,5034.4
reversed,22300,hybrid,30,4602.6
reversed,22300,hybrid,50,4851.8
reversed,22400,standard,0,11267.6
reversed,22400,hybrid,5,6669.2
reversed,22400,hybrid,10,5919.2
reversed,22400,hybrid,15,5063.6
reversed,22400,hybrid,20,5044.2
reversed,22400,hybrid,30,4606
reversed,22400,hybrid,50,5000.8
reversed,22500,standard,0,11349.2
reversed,22500,hybrid,5,6797.6
reversed,22500,hybrid,10,5977
reversed,22500,hybrid,15,5070.6
reversed,22500,hybrid,20,5065.4
reversed,22500,hybrid,30,4635
reversed,22500,hybrid,50,4897.4
reversed,22600,standard,0,11364.8
reversed,22600,hybrid,5,6777.4
reversed,22600,hybrid,10,6012.2
reversed,22600,hybrid,15,5093.4
reversed,22600,hybrid,20,5110.6
reversed,22600,hybrid,30,4654.2
reversed,22600,hybrid,50,4937.6
reversed,22700,standard,0,11401.4
reversed,22700,hybrid,5,6852.8
reversed,22700,hybrid,10,6051.2
reversed,22700,hybrid,15,5117.4
reversed,22700,hybrid,20,5109.8
reversed,22700,hybrid,30,4686.4
reversed,22700,hybrid,50,4964.6
reversed,22800,standard,0,11473.2
reversed,22800,hybrid,5,6911.4
reversed,22800,hybrid,10,6060.8
reversed,22800,hybrid,15,5138.8
reversed,22800,hybrid,20,5128.8
reversed,22800,hybrid,30,4699.2
reversed,22800,hybrid,50,4981.8
reversed,22900,standard,0,11491.6
reversed,22900,hybrid,5,6962.2
reversed,22900,hybrid,10,6098
reversed,22900,hybrid,15,5273.8
reversed,22900,hybrid,20,5282
reversed,22900,hybrid,30,4739.2
reversed,22900,hybrid,50,5019.2
reversed,23000,standard,0,11582.8
reversed,23000,hybrid,5,7115.2
reversed,23000,hybrid,10,6161.6
reversed,23000,hybrid,15,5180.8
reversed,23000,hybrid,20,5200.6
reversed,23000,hybrid,30,4752.2
reversed,23000,hybrid,50,5058
reversed,23100,standard,0,11693.4
reversed,23100,hybrid,5,7079.6
reversed,23100,hybrid,10,6127.4
reversed,23100,hybrid,15,5204.4
reversed,23100,hybrid,20,5190.2
reversed,23100,hybrid,30,4780.8
reversed,23100,hybrid,50,5102.8
reversed,23200,standard,0,11737.6
reversed,23200,hybrid,5,7180.8
reversed,23200,hybrid,10,6200.8
reversed,23200,hybrid,15,5212.6
reversed,23200,hybrid,20,5220
reversed,23200,hybrid,30,4819.4
reversed,23200,hybrid,50,5112.2
reversed,23300,standard,0,11697.8
reversed,23300,hybrid,5,7195.8
reversed,23300,hybrid,10,6216.4
reversed,23300,hybrid,15,5262.4
reversed,23300,hybrid,20,5254
reversed,23300,hybrid,30,4824.4
reversed,23300,hybrid,50,5131
reversed,23400,standard,0,12197.4
reversed,23400,hybrid,5,7430
reversed,23400,hybrid,10,6256
reversed,23400,hybrid,15,5315
reversed,23400,hybrid,20,5262.2
reversed,23400,hybrid,30,4834.6
reversed,23400,hybrid,50,5168
reversed,23500,standard,0,11889
reversed,23500,hybrid,5,7319.2
reversed,23500,hybrid,10,6232
reversed,23500,hybrid,15,5271.8
reversed,23500,hybrid,20,5277.6
reversed,23500,hybrid,30,4856.4
reversed,23500,hybrid,50,5178.6
reversed,23600,standard,0,11905.2
reversed,23600,hybrid,5,7481.2
reversed,23600,hybrid,10,6303.2
reversed,23600,hybrid,15,5321.4
reversed,23600,hybrid,20,5309.8
reversed,23600,hybrid,30,4892.4
reversed,23600,hybrid,50,5223.8
reversed,23700,standard,0,11912.6
reversed,23700,hybrid,5,7419.6
reversed,23700,hybrid,10,6268.4
reversed,23700,hybrid,15,5313.2
reversed,23700,hybrid,20,5318.2
reversed,23700,hybrid,30,4900.2
reversed,23700,hybrid,50,5249.4
reversed,23800,standard,0,12378.2
reversed,23800,hybrid,5,7534.2
reversed,23800,hybrid,10,6296
reversed,23800,hybrid,15,5344
reversed,23800,hybrid,20,5499.2
reversed,23800,hybrid,30,4992.6
reversed,23800,hybrid,50,5284.4
reversed,23900,standard,0,12236.6
reversed,23900,hybrid,5,7747.8
reversed,23900,hybrid,10,6343.6
reversed,23900,hybrid,15,5357.4
reversed,23900,hybrid,20,5370.2
reversed,23900,hybrid,30,5053.8
reversed,23900,hybrid,50,5318.2
reversed,24000,standard,0,12048
reversed,24000,hybrid,5,7639.2
reversed,24000,hybrid,10,6396
reversed,24000,hybrid,15,5417.8
reversed,24000,hybrid,20,5408.6
reversed,24000,hybrid,30,4987.6
reversed,24000,hybrid,50,5354.2
reversed,24100,standard,0,12159.2
reversed,24100,hybrid,5,7649.6
reversed,24100,hybrid,10,6363.2
reversed,24100,hybrid,15,5397.2
reversed,24100,hybrid,20,5402.4
reversed,24100,hybrid,30,4987.2
reversed,24100,hybrid,50,5367.8
reversed,24200,standard,0,12132.8
reversed,24200,hybrid,5,7685.4
reversed,24200,hybrid,10,6425
reversed,24200,hybrid,15,5438
reversed,24200,hybrid,20,5441.4
reversed,24200,hybrid,30,5025.8
reversed,24200,hybrid,50,5402.8
reversed,24300,standard,0,12348
reversed,24300,hybrid,5,7761.6
reversed,24300,hybrid,10,6391
reversed,24300,hybrid,15,5440.2
reversed,24300,hybrid,20,5438.2
reversed,24300,hybrid,30,5039.4
reversed,24300,hybrid,50,5423.2
reversed,24400,standard,0,12213.6
reversed,24400,hybrid,5,7793.6
reversed,24400,hybrid,10,6435
reversed,24400,hybrid,15,5487.4
reversed,24400,hybrid,20,5478.4
reversed,24400,hybrid,30,5072.8
reversed,24400,hybrid,50,5466.2
reversed,24500,standard,0,12379.2
reversed,24500,hybrid,5,7872.2
reversed,24500,hybrid,10,6453.4
reversed,24500,hybrid,15,5479.6
reversed,24500,hybrid,20,5486.2
reversed,24500,hybrid,30,5071.8
reversed,24500,hybrid,50,5492.6
reversed,24600,standard,0,12307.2
reversed,24600,hybrid,5,7896.6
reversed,24600,hybrid,10,6463.6
reversed,24600,hybrid,15,5526.4
reversed,24600,hybrid,20,5518.2
reversed,24600,hybrid,30,5111.8
reversed,24600,hybrid,50,5510.6
reversed,24700,standard,0,12408
reversed,24700,hybrid,5,7949.6
reversed,24700,hybrid,10,6577.4
reversed,24700,hybrid,15,5596.8
reversed,24700,hybrid,20,5531.4
reversed,24700,hybrid,30,5147.6
reversed,24700,hybrid,50,5554.6
reversed,24800,standard,0,12440.8
reversed,24800,hybrid,5,7969.8
reversed,24800,hybrid,10,6501.6
reversed,24800,hybrid,15,5576.6
reversed,24800,hybrid,20,5559.4
reversed,24800,hybrid,30,5163.2
reversed,24800,hybrid,50,5584.2
reversed,24900,standard,0,12529.6
reversed,24900,hybrid,5,8014.8
reversed,24900,hybrid,10,6566.8
reversed,24900,hybrid,15,5607.4
reversed,24900,hybrid,20,5600.6
reversed,24900,hybrid,30,5196.2
reversed,24900,hybrid,50,5611
reversed,25000,standard,0,12502
reversed,25000,hybrid,5,8009
reversed,25000,hybrid,10,6609
reversed,25000,hybrid,15,5633.6
reversed,25000,hybrid,20,5607
reversed,25000,hybrid,30,5215.8
reversed,25000,hybrid,50,5651.8
reversed,25100,standard,0,12621
reversed,25100,hybrid,5,8018.4
reversed,25100,hybrid,10,6562.4
reversed,25100,hybrid,15,5607.6
reversed,25100,hybrid,20,5718.2
reversed,25100,hybrid,30,5293.4
reversed,25100,hybrid,50,5714.6
reversed,25200,standard,0,12654.2
reversed,25200,hybrid,5,8063
reversed,25200,hybrid,10,6590.6
reversed,25200,hybrid,15,5669.8
reversed,25200,hybrid,20,5668.2
reversed,25200,hybrid,30,5248.8
reversed,25200,hybrid,50,5699.4
reversed,25300,standard,0,12635.2
reversed,25300,hybrid,5,8080.6
reversed,25300,hybrid,10,6651.8
reversed,25300,hybrid,15,5663.4
reversed,25300,hybrid,20,5654.8
reversed,25300,hybrid,30,5267.6
reversed,25300,hybrid,50,5718.4
reversed,25400,standard,0,12955.2
reversed,25400,hybrid,5,8223.6
reversed,25400,hybrid,10,6665.6
reversed,25400,hybrid,15,5694.4
reversed,25400,hybrid,20,5687.8
reversed,25400,hybrid,30,5297.2
reversed,25400,hybrid,50,5765.6
reversed,25500,standard,0,12843
reversed,25500,hybrid,5,8119.2
reversed,25500,hybrid,10,6646.4
reversed,25500,hybrid,15,5703.8
reversed,25500,hybrid,20,5693.2
reversed,25500,hybrid,30,5317.4
reversed,25500,hybrid,50,5897.8
reversed,25600,standard,0,12892.8
reversed,25600,hybrid,5,8214.8
reversed,25600,hybrid,10,6709.4
reversed,25600,hybrid,15,5734.4
reversed,25600,hybrid,20,5733.4
reversed,25600,hybrid,30,5349.6
reversed,25600,hybrid,50,5814.4
reversed,25700,standard,0,12931.6
reversed,25700,hybrid,5,8179
reversed,25700,hybrid,10,6677.4
reversed,25700,hybrid,15,5760.2
reversed,25700,hybrid,20,5740.8
reversed,25700,hybrid,30,5366.6
reversed,25700,hybrid,50,5750
reversed,25800,standard,0,13271.8
reversed,25800,hybrid,5,8311.4
reversed,25800,hybrid,10,6753.8
reversed,25800,hybrid,15,5778.4
reversed,25800,hybrid,20,5763
reversed,25800,hybrid,30,5395.6
reversed,25800,hybrid,50,5680.4
reversed,25900,standard,0,13303.6
reversed,25900,hybrid,5,8235.6
reversed,25900,hybrid,10,6775.6
reversed,25900,hybrid,15,5798.6
reversed,25900,hybrid,20,5784
reversed,25900,hybrid,30,5423.4
reversed,25900,hybrid,50,5617.8
reversed,26000,standard,0,13533.8
reversed,26000,hybrid,5,8305.6
reversed,26000,hybrid,10,6779.6
reversed,26000,hybrid,15,5808.4
reversed,26000,hybrid,20,5808
reversed,26000,hybrid,30,5432.2
reversed,26000,hybrid,50,5542
reversed,26100,standard,0,13171
reversed,26100,hybrid,5,8297
reversed,26100,hybrid,10,6768.4
reversed,26100,hybrid,15,5802.6
reversed,26100,hybrid,20,5796.2
reversed,26100,hybrid,30,5501.2
reversed,26100,hybrid,50,5661.6
reversed,26200,standard,0,13263.8
reversed,26200,hybrid,5,8330
reversed,26200,hybrid,10,6842.6
reversed,26200,hybrid,15,5858.2
reversed,26200,hybrid,20,5866.6
reversed,26200,hybrid,30,5493.4
reversed,26200,hybrid,50,5486.4
reversed,26300,standard,0,13751.2
reversed,26300,hybrid,5,8465.2
reversed,26300,hybrid,10,6839.4
reversed,26300,hybrid,15,5862
reversed,26300,hybrid,20,5850.2
reversed,26300,hybrid,30,5522.8
reversed,26300,hybrid,50,5499
reversed,26400,standard,0,13581
reversed,26400,hybrid,5,8512.2
reversed,26400,hybrid,10,6841.6
reversed,26400,hybrid,15,5871.2
reversed,26400,hybrid,20,5872
reversed,26400,hybrid,30,5524
reversed,26400,hybrid,50,5533.2
reversed,26500,standard,0,13839.4
reversed,26500,hybrid,5,8507.6
reversed,26500,hybrid,10,6887.2
reversed,26500,hybrid,15,5906.2
reversed,26500,hybrid,20,5901.2
reversed,26500,hybrid,30,5556
reversed,26500,hybrid,50,5561.4
reversed,26600,standard,0,13568.2
reversed,26600,hybrid,5,8424.4
reversed,26600,hybrid,10,6896.8
reversed,26600,hybrid,15,5916
reversed,26600,hybrid,20,5915.8
reversed,26600,hybrid,30,5666.6
reversed,26600,hybrid,50,5582.6
reversed,26700,standard,0,13959.6
reversed,26700,hybrid,5,8576.2
reversed,26700,hybrid,10,6924.2
reversed,26700,hybrid,15,5941.6
reversed,26700,hybrid,20,5947.4
reversed,26700,hybrid,30,5592.4
reversed,26700,hybrid,50,5617.6
reversed,26800,standard,0,14028.8
reversed,26800,hybrid,5,8559.2
reversed,26800,hybrid,10,6927.8
reversed,26800,hybrid,15,5952.8
reversed,26800,hybrid,20,5953.6
reversed,26800,hybrid,30,5620.8
reversed,26800,hybrid,50,5623.4
reversed,26900,standard,0,13602.4
reversed,26900,hybrid,5,8615.2
reversed,26900,hybrid,10,6969
reversed,26900,hybrid,15,5993
reversed,26900,hybrid,20,6000.6
reversed,26900,hybrid,30,5665.2
reversed,26900,hybrid,50,5656.8
reversed,27000,standard,0,14051.6
reversed,27000,hybrid,5,8513.4
reversed,27000,hybrid,10,6956.8
reversed,27000,hybrid,15,5995
reversed,27000,hybrid,20,5987.6
reversed,27000,hybrid,30,5679.4
reversed,27000,hybrid,50,5665.2
reversed,27100,standard,0,13682
reversed,27100,hybrid,5,8531
reversed,27100,hybrid,10,6984
reversed,27100,hybrid,15,6079.2
reversed,27100,hybrid,20,6026
reversed,27100,hybrid,30,5710
reversed,27100,hybrid,50,5704.6
reversed,27200,standard,0,14372.2
reversed,27200,hybrid,5,8718.4
reversed,27200,hybrid,10,7046.8
reversed,27200,hybrid,15,6040
reversed,27200,hybrid,20,6043.8
reversed,27200,hybrid,30,5715
reversed,27200,hybrid,50,5716.6
reversed,27300,standard,0,14272.2
reversed,27300,hybrid,5,8724
reversed,27300,hybrid,10,7104
reversed,27300,hybrid,15,6073.2
reversed,27300,hybrid,20,6076.4
reversed,27300,hybrid,30,5753.6
reversed,27300,hybrid,50,5770.2
reversed,27400,standard,0,13865
reversed,27400,hybrid,5,8632
reversed,27400,hybrid,10,7073.8
reversed,27400,hybrid,15,6074
reversed,27400,hybrid,20,6073.4
reversed,27400,hybrid,30,5842.4
reversed,27400,hybrid,50,5779.8
reversed,27500,standard,0,13962.6
reversed,27500,hybrid,5,8674.6
reversed,27500,hybrid,10,7083.2
reversed,27500,hybrid,15,6101.2
reversed,27500,hybrid,20,6126.8
reversed,27500,hybrid,30,5811
reversed,27500,hybrid,50,5842.8
reversed,27600,standard,0,14047
reversed,27600,hybrid,5,8685.8
reversed,27600,hybrid,10,7110.4
reversed,27600,hybrid,15,6122.4
reversed,27600,hybrid,20,6128
reversed,27600,hybrid,30,5853.8
reversed,27600,hybrid,50,5835.2
reversed,27700,standard,0,14092
reversed,27700,hybrid,5,8709
reversed,27700,hybrid,10,7199.6
reversed,27700,hybrid,15,6140.2
reversed,27700,hybrid,20,6137.8
reversed,27700,hybrid,30,5847.6
reversed,27700,hybrid,50,5854.6
reversed,27800,standard,0,14032
reversed,27800,hybrid,5,8720.6
reversed,27800,hybrid,10,7159.6
reversed,27800,hybrid,15,6159
reversed,27800,hybrid,20,6145.2
reversed,27800,hybrid,30,5852.2
reversed,27800,hybrid,50,5885.2
reversed,27900,standard,0,14109
reversed,27900,hybrid,5,8806.8
reversed,27900,hybrid,10,7202.4
reversed,27900,hybrid,15,6189.2
reversed,27900,hybrid,20,6209
reversed,27900,hybrid,30,6056.8
reversed,27900,hybrid,50,5921.2
reversed,28000,standard,0,14139.6
reversed,28000,hybrid,5,8811.8
reversed,28000,hybrid,10,7249.6
reversed,28000,hybrid,15,6212.4
reversed,28000,hybrid,20,6215.4
reversed,28000,hybrid,30,5922.2
reversed,28000,hybrid,50,5907
reversed,28100,standard,0,14237.6
reversed,28100,hybrid,5,8784.6
reversed,28100,hybrid,10,7213
reversed,28100,hybrid,15,6226.4
reversed,28100,hybrid,20,6225.8
reversed,28100,hybrid,30,5933.2
reversed,28100,hybrid,50,5948.2
reversed,28200,standard,0,14766
reversed,28200,hybrid,5,8942.8
reversed,28200,hybrid,10,7263.4
reversed,28200,hybrid,15,6260.2
reversed,28200,hybrid,20,6272.8
reversed,28200,hybrid,30,5978
reversed,28200,hybrid,50,5949.4
reversed,28300,standard,0,14831.4
reversed,28300,hybrid,5,9003.4
reversed,28300,hybrid,10,7262.2
reversed,28300,hybrid,15,6363.6
reversed,28300,hybrid,20,6305
reversed,28300,hybrid,30,5988.8
reversed,28300,hybrid,50,5990.8
reversed,28400,standard,0,14642.2
reversed,28400,hybrid,5,8963.4
reversed,28400,hybrid,10,7275
reversed,28400,hybrid,15,6276.8
reversed,28400,hybrid,20,6275.8
reversed,28400,hybrid,30,6022.8
reversed,28400,hybrid,50,6005.8
reversed,28500,standard,0,14471.8
reversed,28500,hybrid,5,8885.6
reversed,28500,hybrid,10,7299.2
reversed,28500,hybrid,15,6328
reversed,28500,hybrid,20,6307.8
reversed,28500,hybrid,30,6047.6
reversed,28500,hybrid,50,6036
reversed,28600,standard,0,14469.4
reversed,28600,hybrid,5,8922.4
reversed,28600,hybrid,10,7374
reversed,28600,hybrid,15,6324.6
reversed,28600,hybrid,20,6329.8
reversed,28600,hybrid,30,6048.6
reversed,28600,hybrid,50,6066
reversed,28700,standard,0,15042.2
reversed,28700,hybrid,5,9231.6
reversed,28700,hybrid,10,7360.8
reversed,28700,hybrid,15,6372.2
reversed,28700,hybrid,20,6361.6
reversed,28700,hybrid,30,6111.8
reversed,28700,hybrid,50,6089.6
reversed,28800,standard,0,14569.2
reversed,28800,hybrid,5,8973.6
reversed,28800,hybrid,10,7384.8
reversed,28800,hybrid,15,6448.6
reversed,28800,hybrid,20,6373.6
reversed,28800,hybrid,30,6121.4
reversed,28800,hybrid,50,6107.2
reversed,28900,standard,0,14660
reversed,28900,hybrid,5,8986.2
reversed,28900,hybrid,10,7427
reversed,28900,hybrid,15,6430
reversed,28900,hybrid,20,6392.2
reversed,28900,hybrid,30,6154.8
reversed,28900,hybrid,50,6150
reversed,29000,standard,0,14707.2
reversed,29000,hybrid,5,8998.8
reversed,29000,hybrid,10,7412.4
reversed,29000,hybrid,15,6408
reversed,29000,hybrid,20,6418.4
reversed,29000,hybrid,30,6166.4
reversed,29000,hybrid,50,6156
reversed,29100,standard,0,15449.8
reversed,29100,hybrid,5,9123.6
reversed,29100,hybrid,10,7433.4
reversed,29100,hybrid,15,6428.2
reversed,29100,hybrid,20,6484.8
reversed,29100,hybrid,30,6180
reversed,29100,hybrid,50,6174.2
reversed,29200,standard,0,14856
reversed,29200,hybrid,5,9027
reversed,29200,hybrid,10,7439.6
reversed,29200,hybrid,15,6451
reversed,29200,hybrid,20,6439
reversed,29200,hybrid,30,6197.2
reversed,29200,hybrid,50,6253
reversed,29300,standard,0,14950
reversed,29300,hybrid,5,9065
reversed,29300,hybrid,10,7526.2
reversed,29300,hybrid,15,6489.6
reversed,29300,hybrid,20,6492.2
reversed,29300,hybrid,30,6238.8
reversed,29300,hybrid,50,6228.6
reversed,29400,standard,0,15455.2
reversed,29400,hybrid,5,9259.4
reversed,29400,hybrid,10,7535.4
reversed,29400,hybrid,15,6510.2
reversed,29400,hybrid,20,6645
reversed,29400,hybrid,30,6279.2
reversed,29400,hybrid,50,6252.6
reversed,29500,standard,0,15542
reversed,29500,hybrid,5,9275.2
reversed,29500,hybrid,10,7568
reversed,29500,hybrid,15,6511.8
reversed,29500,hybrid,20,6509.4
reversed,29500,hybrid,30,6276.8
reversed,29500,hybrid,50,6275.2
reversed,29600,standard,0,15156
reversed,29600,hybrid,5,9322
reversed,29600,hybrid,10,7539.4
reversed,29600,hybrid,15,6550.8
reversed,29600,hybrid,20,6536.2
reversed,29600,hybrid,30,6311.4
reversed,29600,hybrid,50,6303.8
reversed,29700,standard,0,15117.4
reversed,29700,hybrid,5,9220.8
reversed,29700,hybrid,10,7588.2
reversed,29700,hybrid,15,6567
reversed,29700,hybrid,20,6560
reversed,29700,hybrid,30,6323.8
reversed,29700,hybrid,50,6381.2
reversed,29800,standard,0,15200
reversed,29800,hybrid,5,9369.2
reversed,29800,hybrid,10,7577
reversed,29800,hybrid,15,6582.6
reversed,29800,hybrid,20,6572.6
reversed,29800,hybrid,30,6364.8
reversed,29800,hybrid,50,6373
reversed,29900,standard,0,15773.8
reversed,29900,hybrid,5,9393.6
reversed,29900,hybrid,10,7723.8
reversed,29900,hybrid,15,6721
reversed,29900,hybrid,20,6626
reversed,29900,hybrid,30,6411.8
reversed,29900,hybrid,50,6382.2
reversed,30000,standard,0,15259.6
reversed,30000,hybrid,5,9307
reversed,30000,hybrid,10,7657.4
reversed,30000,hybrid,15,6658
reversed,30000,hybrid,20,6663
reversed,30000,hybrid,30,6403.8
reversed,30000,hybrid,50,6408
reversed,30100,standard,0,15876.8
reversed,30100,hybrid,5,9445
reversed,30100,hybrid,10,7685.4
reversed,30100,hybrid,15,6673.4
reversed,30100,hybrid,20,6664.8
reversed,30100,hybrid,30,6485.8
reversed,30100,hybrid,50,6486
reversed,30200,standard,0,15950.6
