type,n,algo,threshold,time
random,80500,hybrid,15,27198.8
random,80500,hybrid,20,24891.2
random,80500,hybrid,30,25032.6
random,80500,hybrid,50,23962.6
random,80600,standard,0,50390.2
random,80600,hybrid,5,31178.6
random,80600,hybrid,10,27247.8
random,80600,hybrid,15,27238.2
random,80600,hybrid,20,24940.6
random,80600,hybrid,30,24935.4
random,80600,hybrid,50,24021.6
random,80700,standard,0,49136
random,80700,hybrid,5,31278.2
random,80700,hybrid,10,27250.8
random,80700,hybrid,15,27318
random,80700,hybrid,20,24997
random,80700,hybrid,30,24959.8
random,80700,hybrid,50,24084.8
random,80800,standard,0,49278.8
random,80800,hybrid,5,31177.8
random,80800,hybrid,10,27335.2
random,80800,hybrid,15,27402.8
random,80800,hybrid,20,25042.4
random,80800,hybrid,30,24979.2
random,80800,hybrid,50,24072.2
random,80900,standard,0,49274.2
random,80900,hybrid,5,31095
random,80900,hybrid,10,27376.6
random,80900,hybrid,15,27390.6
random,80900,hybrid,20,25044.8
random,80900,hybrid,30,25068.8
random,80900,hybrid,50,24118
random,81000,standard,0,50129.4
random,81000,hybrid,5,31379
random,81000,hybrid,10,27489.4
random,81000,hybrid,15,27423.6
random,81000,hybrid,20,25060.2
random,81000,hybrid,30,25058
random,81000,hybrid,50,24197.8
random,81100,standard,0,49849.8
random,81100,hybrid,5,31185
random,81100,hybrid,10,27435.8
random,81100,hybrid,15,27382.4
random,81100,hybrid,20,25040.6
random,81100,hybrid,30,25040
random,81100,hybrid,50,24181.2
random,81200,standard,0,49759.2
random,81200,hybrid,5,31398
random,81200,hybrid,10,27490.8
random,81200,hybrid,15,27443.4
random,81200,hybrid,20,25068.2
random,81200,hybrid,30,26451.2
random,81200,hybrid,50,24248.2
random,81300,standard,0,50427.6
random,81300,hybrid,5,31483
random,81300,hybrid,10,27564.8
random,81300,hybrid,15,27546.2
random,81300,hybrid,20,25169.2
random,81300,hybrid,30,25175
random,81300,hybrid,50,24209.6
random,81400,standard,0,50001.8
random,81400,hybrid,5,31314.6
random,81400,hybrid,10,27497.6
random,81400,hybrid,15,27487.2
random,81400,hybrid,20,25352.8
random,81400,hybrid,30,25217.8
random,81400,hybrid,50,24422
random,81500,standard,0,50041
random,81500,hybrid,5,31483.6
random,81500,hybrid,10,27754.4
random,81500,hybrid,15,27748.4
random,81500,hybrid,20,25345.2
random,81500,hybrid,30,25313.6
random,81500,hybrid,50,24402
random,81600,standard,0,50776.6
random,81600,hybrid,5,31683.6
random,81600,hybrid,10,27666
random,81600,hybrid,15,27836.6
random,81600,hybrid,20,25418.4
random,81600,hybrid,30,25276.4
random,81600,hybrid,50,24357.6
random,81700,standard,0,49881.8
random,81700,hybrid,5,31345.2
random,81700,hybrid,10,27572.4
random,81700,hybrid,15,27615.4
random,81700,hybrid,20,25238.2
random,81700,hybrid,30,25359.4
random,81700,hybrid,50,24302.2
random,81800,standard,0,51036
random,81800,hybrid,5,31355
random,81800,hybrid,10,27747.2
random,81800,hybrid,15,28225.2
random,81800,hybrid,20,25404.2
random,81800,hybrid,30,25523.4
random,81800,hybrid,50,24447.2
random,81900,standard,0,50747.8
random,81900,hybrid,5,31638
random,81900,hybrid,10,27868
random,81900,hybrid,15,27940
random,81900,hybrid,20,25527.2
random,81900,hybrid,30,25550.6
random,81900,hybrid,50,24455.4
random,82000,standard,0,50373.8
random,82000,hybrid,5,31904.4
random,82000,hybrid,10,27931.4
random,82000,hybrid,15,27892
random,82000,hybrid,20,25490.2
random,82000,hybrid,30,25524.8
random,82000,hybrid,50,24331.8
random,82100,standard,0,50462.8
random,82100,hybrid,5,31774.4
random,82100,hybrid,10,27837.4
random,82100,hybrid,15,27769.6
random,82100,hybrid,20,25521
random,82100,hybrid,30,25598.8
random,82100,hybrid,50,24394.2
random,82200,standard,0,50797.8
random,82200,hybrid,5,31626.8
random,82200,hybrid,10,27917.4
random,82200,hybrid,15,27813
random,82200,hybrid,20,25630
random,82200,hybrid,30,25546.8
random,82200,hybrid,50,24405.4
random,82300,standard,0,51202.8
random,82300,hybrid,5,31726.2
random,82300,hybrid,10,27978.8
random,82300,hybrid,15,27829
random,82300,hybrid,20,25889.8
random,82300,hybrid,30,25455.8
random,82300,hybrid,50,24425
random,82400,standard,0,50300.6
random,82400,hybrid,5,31773.8
random,82400,hybrid,10,28078.4
random,82400,hybrid,15,28018.6
random,82400,hybrid,20,25900
random,82400,hybrid,30,25554.8
random,82400,hybrid,50,24474.4
random,82500,standard,0,51163
random,82500,hybrid,5,31847.6
random,82500,hybrid,10,28135
random,82500,hybrid,15,27846.4
random,82500,hybrid,20,26008.2
random,82500,hybrid,30,25570.8
random,82500,hybrid,50,24505
random,82600,standard,0,51411.8
random,82600,hybrid,5,32112.4
random,82600,hybrid,10,28183.2
random,82600,hybrid,15,27831.6
random,82600,hybrid,20,26264.6
random,82600,hybrid,30,25546
random,82600,hybrid,50,24522.8
random,82700,standard,0,51120.4
random,82700,hybrid,5,32165.6
random,82700,hybrid,10,28330.4
random,82700,hybrid,15,28080.4
random,82700,hybrid,20,26136.2
random,82700,hybrid,30,25610.2
random,82700,hybrid,50,24562
random,82800,standard,0,50594.4
random,82800,hybrid,5,32182.2
random,82800,hybrid,10,28501.4
random,82800,hybrid,15,28166.8
random,82800,hybrid,20,26168.2
random,82800,hybrid,30,25696.4
random,82800,hybrid,50,24654.2
random,82900,standard,0,50855.8
random,82900,hybrid,5,32121.2
random,82900,hybrid,10,28550
random,82900,hybrid,15,28217.8
random,82900,hybrid,20,26267
random,82900,hybrid,30,25649.8
random,82900,hybrid,50,24636.6
random,83000,standard,0,51964.8
random,83000,hybrid,5,32428.2
random,83000,hybrid,10,28703.4
random,83000,hybrid,15,28241.6
random,83000,hybrid,20,26299.4
random,83000,hybrid,30,25693.6
random,83000,hybrid,50,24650.6
random,83100,standard,0,50977
random,83100,hybrid,5,32383.8
random,83100,hybrid,10,28933
random,83100,hybrid,15,28090.2
random,83100,hybrid,20,26466.8
random,83100,hybrid,30,25755.2
random,83100,hybrid,50,24665
random,83200,standard,0,51663.6
random,83200,hybrid,5,32382.2
random,83200,hybrid,10,28842.4
random,83200,hybrid,15,28109.2
random,83200,hybrid,20,26538
random,83200,hybrid,30,25834.6
random,83200,hybrid,50,25601.6
random,83300,standard,0,53461.2
random,83300,hybrid,5,32459.2
random,83300,hybrid,10,29041.8
random,83300,hybrid,15,28215
random,83300,hybrid,20,26607.2
random,83300,hybrid,30,25762.2
random,83300,hybrid,50,24823.2
random,83400,standard,0,51379.8
random,83400,hybrid,5,32869.6
random,83400,hybrid,10,29314.4
random,83400,hybrid,15,28319.2
random,83400,hybrid,20,26664.6
random,83400,hybrid,30,25791
random,83400,hybrid,50,24779.6
random,83500,standard,0,50976.2
random,83500,hybrid,5,32806.4
random,83500,hybrid,10,29033.2
random,83500,hybrid,15,28141.8
random,83500,hybrid,20,26772
random,83500,hybrid,30,25856.4
random,83500,hybrid,50,24824.2
random,83600,standard,0,51059.2
random,83600,hybrid,5,32878.8
random,83600,hybrid,10,29156
random,83600,hybrid,15,28276.2
random,83600,hybrid,20,26932.2
random,83600,hybrid,30,25848.8
random,83600,hybrid,50,24809
random,83700,standard,0,51875.4
random,83700,hybrid,5,32976.8
random,83700,hybrid,10,29155.2
random,83700,hybrid,15,28231.4
random,83700,hybrid,20,27037.2
random,83700,hybrid,30,25902.4
random,83700,hybrid,50,24864.4
random,83800,standard,0,51537
random,83800,hybrid,5,33288.4
random,83800,hybrid,10,29316.2
random,83800,hybrid,15,28362.4
random,83800,hybrid,20,27069.2
random,83800,hybrid,30,25990.4
random,83800,hybrid,50,24955
random,83900,standard,0,52617.8
random,83900,hybrid,5,33033.2
random,83900,hybrid,10,29285.6
random,83900,hybrid,15,28271.6
random,83900,hybrid,20,27111
random,83900,hybrid,30,25963.6
random,83900,hybrid,50,24924.2
random,84000,standard,0,52751.2
random,84000,hybrid,5,33051.2
random,84000,hybrid,10,29455.8
random,84000,hybrid,15,28371.4
random,84000,hybrid,20,27273.2
random,84000,hybrid,30,25946.2
random,84000,hybrid,50,24947
random,84100,standard,0,52389.8
random,84100,hybrid,5,32969
random,84100,hybrid,10,29417.2
random,84100,hybrid,15,28455.8
random,84100,hybrid,20,27321.6
random,84100,hybrid,30,26068
random,84100,hybrid,50,25137.4
random,84200,standard,0,52181.2
random,84200,hybrid,5,33055.8
random,84200,hybrid,10,29595.8
random,84200,hybrid,15,28431.2
random,84200,hybrid,20,27360.2
random,84200,hybrid,30,26124.4
random,84200,hybrid,50,25238
random,84300,standard,0,51755
random,84300,hybrid,5,33153.2
random,84300,hybrid,10,29689.4
random,84300,hybrid,15,28387.8
random,84300,hybrid,20,27521.8
random,84300,hybrid,30,26203.2
random,84300,hybrid,50,25064.2
random,84400,standard,0,51863.4
random,84400,hybrid,5,33280.6
random,84400,hybrid,10,29644.8
random,84400,hybrid,15,28445.8
random,84400,hybrid,20,27764.2
random,84400,hybrid,30,26209
random,84400,hybrid,50,25070.6
random,84500,standard,0,52675.8
random,84500,hybrid,5,33275.8
random,84500,hybrid,10,29746
random,84500,hybrid,15,28560.2
random,84500,hybrid,20,27845
random,84500,hybrid,30,26188.8
random,84500,hybrid,50,25096.6
random,84600,standard,0,53165.2
random,84600,hybrid,5,33459.6
random,84600,hybrid,10,29941.6
random,84600,hybrid,15,28723
random,84600,hybrid,20,27774
random,84600,hybrid,30,26155.8
random,84600,hybrid,50,25174
random,84700,standard,0,51760.4
random,84700,hybrid,5,33453.6
random,84700,hybrid,10,30067.2
random,84700,hybrid,15,28751.4
random,84700,hybrid,20,27860.8
random,84700,hybrid,30,26229.2
random,84700,hybrid,50,25176.2
random,84800,standard,0,51777.8
random,84800,hybrid,5,33572.2
random,84800,hybrid,10,30283
random,84800,hybrid,15,28580.8
random,84800,hybrid,20,27983
random,84800,hybrid,30,26193.8
random,84800,hybrid,50,25222.4
random,84900,standard,0,52133.8
random,84900,hybrid,5,33637.4
random,84900,hybrid,10,30258.6
random,84900,hybrid,15,28668
random,84900,hybrid,20,27969.6
random,84900,hybrid,30,26202.2
random,84900,hybrid,50,25258.2
random,85000,standard,0,53095.2
random,85000,hybrid,5,33802.4
random,85000,hybrid,10,30232.6
random,85000,hybrid,15,28682.2
random,85000,hybrid,20,28122.8
random,85000,hybrid,30,26266
random,85000,hybrid,50,25358.2
random,85100,standard,0,52140.4
random,85100,hybrid,5,33923.2
random,85100,hybrid,10,30299.2
random,85100,hybrid,15,28627.4
random,85100,hybrid,20,28231.4
random,85100,hybrid,30,26331.4
random,85100,hybrid,50,25310.8
random,85200,standard,0,52731.2
random,85200,hybrid,5,33804.4
random,85200,hybrid,10,30372.6
random,85200,hybrid,15,28626.2
random,85200,hybrid,20,28253.4
random,85200,hybrid,30,26300
random,85200,hybrid,50,25355.6
random,85300,standard,0,52314.8
random,85300,hybrid,5,33783.2
random,85300,hybrid,10,30394.6
random,85300,hybrid,15,28814.2
random,85300,hybrid,20,28317
random,85300,hybrid,30,26332.6
random,85300,hybrid,50,25397
random,85400,standard,0,52927.4
random,85400,hybrid,5,34073.6
random,85400,hybrid,10,30591
random,85400,hybrid,15,28733.4
random,85400,hybrid,20,28396.4
random,85400,hybrid,30,26536.6
random,85400,hybrid,50,25753
random,85500,standard,0,52253.6
random,85500,hybrid,5,33979.2
random,85500,hybrid,10,30740.6
random,85500,hybrid,15,28822.6
random,85500,hybrid,20,28583.4
random,85500,hybrid,30,26385.4
random,85500,hybrid,50,25557.6
random,85600,standard,0,53514.2
random,85600,hybrid,5,34168.4
random,85600,hybrid,10,30696.2
random,85600,hybrid,15,28852
random,85600,hybrid,20,28708.2
random,85600,hybrid,30,26612.8
random,85600,hybrid,50,25513.2
random,85700,standard,0,53020.8
random,85700,hybrid,5,34128
random,85700,hybrid,10,30776.2
random,85700,hybrid,15,28796.2
random,85700,hybrid,20,28973.6
random,85700,hybrid,30,26516.8
random,85700,hybrid,50,25526.6
random,85800,standard,0,53631.2
random,85800,hybrid,5,34255
random,85800,hybrid,10,30985.2
random,85800,hybrid,15,28997.8
random,85800,hybrid,20,28903.4
random,85800,hybrid,30,26539.4
random,85800,hybrid,50,25611.2
random,85900,standard,0,52916.2
random,85900,hybrid,5,34499.6
random,85900,hybrid,10,30979.4
random,85900,hybrid,15,29425.4
random,85900,hybrid,20,28877.6
random,85900,hybrid,30,26613.4
random,85900,hybrid,50,25557
random,86000,standard,0,53621
random,86000,hybrid,5,34313.2
random,86000,hybrid,10,31323.2
random,86000,hybrid,15,28916
random,86000,hybrid,20,28946.2
random,86000,hybrid,30,26602.6
random,86000,hybrid,50,25632.2
random,86100,standard,0,53200.2
random,86100,hybrid,5,34554
random,86100,hybrid,10,31210.6
random,86100,hybrid,15,28970.6
random,86100,hybrid,20,29034.8
random,86100,hybrid,30,26617
random,86100,hybrid,50,25634.4
random,86200,standard,0,53833.8
random,86200,hybrid,5,34561.6
random,86200,hybrid,10,31205.8
random,86200,hybrid,15,29051.8
random,86200,hybrid,20,29025.4
random,86200,hybrid,30,26634.8
random,86200,hybrid,50,25710.2
random,86300,standard,0,53626.4
random,86300,hybrid,5,34427.2
random,86300,hybrid,10,31291.2
random,86300,hybrid,15,29064.6
random,86300,hybrid,20,29044.2
random,86300,hybrid,30,26691.6
random,86300,hybrid,50,25728.8
random,86400,standard,0,53078
random,86400,hybrid,5,34654
random,86400,hybrid,10,31368.2
random,86400,hybrid,15,29080.2
random,86400,hybrid,20,29171.4
random,86400,hybrid,30,26721
random,86400,hybrid,50,25725.4
random,86500,standard,0,53525
random,86500,hybrid,5,34805.4
random,86500,hybrid,10,31517
random,86500,hybrid,15,29180.6
random,86500,hybrid,20,29178.6
random,86500,hybrid,30,26715.4
random,86500,hybrid,50,25877.4
random,86600,standard,0,53720.4
random,86600,hybrid,5,35148
random,86600,hybrid,10,32615
random,86600,hybrid,15,29107.6
random,86600,hybrid,20,29097.2
random,86600,hybrid,30,26943
random,86600,hybrid,50,25820.8
random,86700,standard,0,53030.6
random,86700,hybrid,5,34850.8
random,86700,hybrid,10,31466.4
random,86700,hybrid,15,29182.8
random,86700,hybrid,20,29304.2
random,86700,hybrid,30,26791
random,86700,hybrid,50,25806.6
random,86800,standard,0,53298
random,86800,hybrid,5,34785.8
random,86800,hybrid,10,31602.8
random,86800,hybrid,15,29344.2
random,86800,hybrid,20,29264.6
random,86800,hybrid,30,26913.8
random,86800,hybrid,50,25955.4
random,86900,standard,0,54717.2
random,86900,hybrid,5,34962.4
random,86900,hybrid,10,31803.6
random,86900,hybrid,15,29342.6
random,86900,hybrid,20,29289
random,86900,hybrid,30,26895.2
random,86900,hybrid,50,25927.2
random,87000,standard,0,53873
random,87000,hybrid,5,35190
random,87000,hybrid,10,32057.6
random,87000,hybrid,15,29304.4
random,87000,hybrid,20,29363
random,87000,hybrid,30,26879.8
random,87000,hybrid,50,25902.2
random,87100,standard,0,53817.6
random,87100,hybrid,5,35507.8
random,87100,hybrid,10,31977.8
random,87100,hybrid,15,29326.2
random,87100,hybrid,20,29302
random,87100,hybrid,30,26916.8
random,87100,hybrid,50,25993.8
random,87200,standard,0,53469.8
random,87200,hybrid,5,35362.2
random,87200,hybrid,10,31952
random,87200,hybrid,15,29330.6
random,87200,hybrid,20,29348.6
random,87200,hybrid,30,26965
random,87200,hybrid,50,25978.2
random,87300,standard,0,54069.2
random,87300,hybrid,5,35347
random,87300,hybrid,10,32155.6
random,87300,hybrid,15,29384
random,87300,hybrid,20,29387.6
random,87300,hybrid,30,26972.8
random,87300,hybrid,50,26052.2
random,87400,standard,0,54027.2
random,87400,hybrid,5,35242.4
random,87400,hybrid,10,32046.4
random,87400,hybrid,15,29488.2
random,87400,hybrid,20,29413.4
random,87400,hybrid,30,27012.2
random,87400,hybrid,50,26228.4
random,87500,standard,0,54058.2
random,87500,hybrid,5,35568.2
random,87500,hybrid,10,32256.8
random,87500,hybrid,15,29387.8
random,87500,hybrid,20,29349
random,87500,hybrid,30,27207.2
random,87500,hybrid,50,26060.4
random,87600,standard,0,53912.6
random,87600,hybrid,5,35462.4
random,87600,hybrid,10,32247.6
random,87600,hybrid,15,29465
random,87600,hybrid,20,29592.8
random,87600,hybrid,30,27077.2
random,87600,hybrid,50,26097.2
random,87700,standard,0,53805
random,87700,hybrid,5,35413.4
random,87700,hybrid,10,32383
random,87700,hybrid,15,29694.4
random,87700,hybrid,20,29528.6
random,87700,hybrid,30,27146.2
random,87700,hybrid,50,26178.8
random,87800,standard,0,54585.6
random,87800,hybrid,5,35793.4
random,87800,hybrid,10,32789.8
random,87800,hybrid,15,29558.8
random,87800,hybrid,20,29548
random,87800,hybrid,30,27125.6
random,87800,hybrid,50,26155.4
random,87900,standard,0,54107.2
random,87900,hybrid,5,35802
random,87900,hybrid,10,32436.2
random,87900,hybrid,15,29512.2
random,87900,hybrid,20,29523.8
random,87900,hybrid,30,27128
random,87900,hybrid,50,26217.6
random,88000,standard,0,53934.2
random,88000,hybrid,5,35908.6
random,88000,hybrid,10,32692.2
random,88000,hybrid,15,29618
random,88000,hybrid,20,29541.8
random,88000,hybrid,30,27212.6
random,88000,hybrid,50,26479.6
random,88100,standard,0,56146.4
random,88100,hybrid,5,35898.4
random,88100,hybrid,10,32679.8
random,88100,hybrid,15,29606
random,88100,hybrid,20,29703
random,88100,hybrid,30,27277.8
random,88100,hybrid,50,26282.8
random,88200,standard,0,54239.6
random,88200,hybrid,5,36339.4
random,88200,hybrid,10,32831.2
random,88200,hybrid,15,29650.4
random,88200,hybrid,20,29549.8
random,88200,hybrid,30,27194.6
random,88200,hybrid,50,26498.2
random,88300,standard,0,54637.8
random,88300,hybrid,5,35978.8
random,88300,hybrid,10,32779.4
random,88300,hybrid,15,29606.6
random,88300,hybrid,20,29666.6
random,88300,hybrid,30,27442
random,88300,hybrid,50,26336.2
random,88400,standard,0,54579.8
random,88400,hybrid,5,36147.4
random,88400,hybrid,10,32981.8
random,88400,hybrid,15,29702.8
random,88400,hybrid,20,29845.6
random,88400,hybrid,30,27338.2
random,88400,hybrid,50,26443.2
random,88500,standard,0,54434.4
random,88500,hybrid,5,36153.2
random,88500,hybrid,10,33112.2
random,88500,hybrid,15,29879.2
random,88500,hybrid,20,29759.8
random,88500,hybrid,30,27363.4
random,88500,hybrid,50,26450
random,88600,standard,0,54762
random,88600,hybrid,5,36373.6
random,88600,hybrid,10,33202.6
random,88600,hybrid,15,29755.4
random,88600,hybrid,20,29786.2
random,88600,hybrid,30,27349.6
random,88600,hybrid,50,26436.2
random,88700,standard,0,54791.6
random,88700,hybrid,5,36515.8
random,88700,hybrid,10,33098.8
random,88700,hybrid,15,29793.2
random,88700,hybrid,20,29718.6
random,88700,hybrid,30,27402.4
random,88700,hybrid,50,26479.4
random,88800,standard,0,54656.8
random,88800,hybrid,5,36317
random,88800,hybrid,10,33277.2
random,88800,hybrid,15,29856.4
random,88800,hybrid,20,29907
random,88800,hybrid,30,27447.4
random,88800,hybrid,50,26546.6
random,88900,standard,0,55903
random,88900,hybrid,5,36555.6
random,88900,hybrid,10,33403.6
random,88900,hybrid,15,29919.2
random,88900,hybrid,20,29813
random,88900,hybrid,30,27435.6
random,88900,hybrid,50,26801.8
random,89000,standard,0,54867
random,89000,hybrid,5,36705.4
random,89000,hybrid,10,33565.4
random,89000,hybrid,15,29871
random,89000,hybrid,20,29833.2
random,89000,hybrid,30,27732
random,89000,hybrid,50,26601.8
random,89100,standard,0,55621.2
random,89100,hybrid,5,36649.2
random,89100,hybrid,10,33606
random,89100,hybrid,15,29976.6
random,89100,hybrid,20,30145.4
random,89100,hybrid,30,27530.2
random,89100,hybrid,50,26613.6
random,89200,standard,0,55881
random,89200,hybrid,5,36741.2
random,89200,hybrid,10,33507.4
random,89200,hybrid,15,30131.6
random,89200,hybrid,20,29929.8
random,89200,hybrid,30,27611.6
random,89200,hybrid,50,26649.6
random,89300,standard,0,55687
random,89300,hybrid,5,36913.4
random,89300,hybrid,10,33760.4
random,89300,hybrid,15,30053.6
random,89300,hybrid,20,30080.6
random,89300,hybrid,30,27578
random,89300,hybrid,50,26665.6
random,89400,standard,0,55584.6
random,89400,hybrid,5,36874
random,89400,hybrid,10,33612.8
random,89400,hybrid,15,29977.6
random,89400,hybrid,20,29974.4
random,89400,hybrid,30,27610.4
random,89400,hybrid,50,26749.4
random,89500,standard,0,55035.8
random,89500,hybrid,5,36911.4
random,89500,hybrid,10,33751.4
random,89500,hybrid,15,30118.8
random,89500,hybrid,20,30163.2
random,89500,hybrid,30,27669.4
random,89500,hybrid,50,26737.4
random,89600,standard,0,55377
random,89600,hybrid,5,37029.6
random,89600,hybrid,10,33939.4
random,89600,hybrid,15,30101.4
random,89600,hybrid,20,30076
random,89600,hybrid,30,27673.4
random,89600,hybrid,50,26993.6
random,89700,standard,0,55236.2
random,89700,hybrid,5,36928.4
random,89700,hybrid,10,33829.6
random,89700,hybrid,15,30102
random,89700,hybrid,20,30185
random,89700,hybrid,30,27881.6
random,89700,hybrid,50,26880.8
random,89800,standard,0,55256.2
random,89800,hybrid,5,37243.2
random,89800,hybrid,10,33987.6
random,89800,hybrid,15,30310.4
random,89800,hybrid,20,30110.8
random,89800,hybrid,30,27738.8
random,89800,hybrid,50,26869
random,89900,standard,0,56115.8
random,89900,hybrid,5,37293.4
random,89900,hybrid,10,34169
random,89900,hybrid,15,30134.4
random,89900,hybrid,20,30123.2
random,89900,hybrid,30,27810
random,89900,hybrid,50,26868.8
random,90000,standard,0,55294
random,90000,hybrid,5,37318.4
random,90000,hybrid,10,34120.4
random,90000,hybrid,15,30196
random,90000,hybrid,20,30259.6
random,90000,hybrid,30,27808
random,90000,hybrid,50,26894.2
random,90100,standard,0,55613.6
random,90100,hybrid,5,37303.8
random,90100,hybrid,10,34218.4
random,90100,hybrid,15,30311.4
random,90100,hybrid,20,30242
random,90100,hybrid,30,27887.4
random,90100,hybrid,50,27017.4
random,90200,standard,0,55935.2
random,90200,hybrid,5,37321.6
random,90200,hybrid,10,34153.4
random,90200,hybrid,15,30296.6
random,90200,hybrid,20,30315
random,90200,hybrid,30,27954.4
random,90200,hybrid,50,27085.2
random,90300,standard,0,55285.4
random,90300,hybrid,5,37315
random,90300,hybrid,10,34383.6
random,90300,hybrid,15,30394.4
random,90300,hybrid,20,30319.4
random,90300,hybrid,30,28076.4
random,90300,hybrid,50,27067
random,90400,standard,0,55868.6
random,90400,hybrid,5,37519.8
random,90400,hybrid,10,34410.6
random,90400,hybrid,15,30429.8
random,90400,hybrid,20,30496.6
random,90400,hybrid,30,28181.4
random,90400,hybrid,50,27017.2
random,90500,standard,0,56025.2
random,90500,hybrid,5,37455
random,90500,hybrid,10,34547.8
random,90500,hybrid,15,30378.2
random,90500,hybrid,20,30313.8
random,90500,hybrid,30,27967.8
random,90500,hybrid,50,27075.2
random,90600,standard,0,55559.6
random,90600,hybrid,5,37813.2
random,90600,hybrid,10,34413
random,90600,hybrid,15,30389.6
random,90600,hybrid,20,30441.4
random,90600,hybrid,30,28049.2
random,90600,hybrid,50,27116.6
random,90700,standard,0,55715.8
random,90700,hybrid,5,37651.2
random,90700,hybrid,10,34567.8
random,90700,hybrid,15,30438.6
random,90700,hybrid,20,30366.4
random,90700,hybrid,30,28024.8
random,90700,hybrid,50,27233.2
random,90800,standard,0,56242.6
random,90800,hybrid,5,37841.2
random,90800,hybrid,10,34397
random,90800,hybrid,15,30433.8
random,90800,hybrid,20,30500.8
random,90800,hybrid,30,28045.6
random,90800,hybrid,50,27308.4
random,90900,standard,0,56810
random,90900,hybrid,5,37841.2
random,90900,hybrid,10,34621.8
random,90900,hybrid,15,30624.6
random,90900,hybrid,20,30543
random,90900,hybrid,30,28185
random,90900,hybrid,50,27223.8
random,91000,standard,0,55820.2
random,91000,hybrid,5,37937.4
random,91000,hybrid,10,34431.6
random,91000,hybrid,15,30646.8
random,91000,hybrid,20,30563.2
random,91000,hybrid,30,28091.6
random,91000,hybrid,50,27248.2
random,91100,standard,0,55911.8
random,91100,hybrid,5,38193.2
random,91100,hybrid,10,34716.4
random,91100,hybrid,15,30542.6
random,91100,hybrid,20,30541.8
random,91100,hybrid,30,28175
random,91100,hybrid,50,27305.8
random,91200,standard,0,56708.8
random,91200,hybrid,5,38266.8
random,91200,hybrid,10,34549.8
random,91200,hybrid,15,30570.8
random,91200,hybrid,20,30658.2
random,91200,hybrid,30,28172
random,91200,hybrid,50,27287.6
random,91300,standard,0,56407.4
random,91300,hybrid,5,38166.2
random,91300,hybrid,10,34520.4
random,91300,hybrid,15,30706.4
random,91300,hybrid,20,30636.6
random,91300,hybrid,30,28202.8
random,91300,hybrid,50,27376
random,91400,standard,0,57538.8
random,91400,hybrid,5,38221.2
random,91400,hybrid,10,34559.6
random,91400,hybrid,15,30621.8
random,91400,hybrid,20,30681.8
random,91400,hybrid,30,28269.4
random,91400,hybrid,50,27505
random,91500,standard,0,56127.4
random,91500,hybrid,5,38074.6
random,91500,hybrid,10,34649
random,91500,hybrid,15,30682.4
random,91500,hybrid,20,30857.2
random,91500,hybrid,30,29024.2
random,91500,hybrid,50,27907.6
random,91600,standard,0,56217.6
random,91600,hybrid,5,38244.6
random,91600,hybrid,10,34646.8
random,91600,hybrid,15,30905
random,91600,hybrid,20,30713.8
random,91600,hybrid,30,28377.4
random,91600,hybrid,50,27435.2
random,91700,standard,0,56269.2
random,91700,hybrid,5,38295.8
random,91700,hybrid,10,34820.4
random,91700,hybrid,15,30735.8
random,91700,hybrid,20,30712.2
random,91700,hybrid,30,28351.2
random,91700,hybrid,50,27554.2
random,91800,standard,0,56258.6
random,91800,hybrid,5,38654
random,91800,hybrid,10,34657.2
random,91800,hybrid,15,30791.2
random,91800,hybrid,20,30848.4
random,91800,hybrid,30,28343
random,91800,hybrid,50,27461
random,91900,standard,0,57194.4
random,91900,hybrid,5,38572.4
random,91900,hybrid,10,34911
random,91900,hybrid,15,30915.8
random,91900,hybrid,20,30782.8
random,91900,hybrid,30,28400.6
random,91900,hybrid,50,27687.4
random,92000,standard,0,56891.2
random,92000,hybrid,5,38626
random,92000,hybrid,10,34763.4
random,92000,hybrid,15,30765.4
random,92000,hybrid,20,30859.2
random,92000,hybrid,30,28718
random,92000,hybrid,50,27756
random,92100,standard,0,57462.4
random,92100,hybrid,5,38966.8
random,92100,hybrid,10,35334
random,92100,hybrid,15,31534
random,92100,hybrid,20,31649.6
random,92100,hybrid,30,29227.8
random,92100,hybrid,50,27880
random,92200,standard,0,57241.6
random,92200,hybrid,5,39123.2
random,92200,hybrid,10,35488.2
random,92200,hybrid,15,31243.8
random,92200,hybrid,20,31202.2
random,92200,hybrid,30,28837.8
random,92200,hybrid,50,27881.4
random,92300,standard,0,57234
random,92300,hybrid,5,39247.8
random,92300,hybrid,10,34982.8
random,92300,hybrid,15,30913
random,92300,hybrid,20,30877
random,92300,hybrid,30,28647.8
random,92300,hybrid,50,27669.4
random,92400,standard,0,56820
random,92400,hybrid,5,38802.2
random,92400,hybrid,10,34893.4
random,92400,hybrid,15,30922.4
random,92400,hybrid,20,31048.4
random,92400,hybrid,30,28536.6
random,92400,hybrid,50,27818.4
random,92500,standard,0,57101.2
random,92500,hybrid,5,39142.6
random,92500,hybrid,10,35147.8
random,92500,hybrid,15,31006.8
random,92500,hybrid,20,30946.4
random,92500,hybrid,30,28777.6
random,92500,hybrid,50,27743
random,92600,standard,0,58205.6
random,92600,hybrid,5,39199.8
random,92600,hybrid,10,35001.4
random,92600,hybrid,15,31100.2
random,92600,hybrid,20,31114.2
random,92600,hybrid,30,28628.2
random,92600,hybrid,50,27726
random,92700,standard,0,57550.8
random,92700,hybrid,5,39004.6
random,92700,hybrid,10,35363.8
random,92700,hybrid,15,30994.4
random,92700,hybrid,20,31107.8
